i_id,s_id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality,company,ticker,page_number,pdf_url,company_source
10763,V4000_34065,為提升員工對人權議題之認知及重視，本公司針對新進人員及在職員工安排人權保障相關教育訓練，內容包含人權政策、勞動權益、性騷擾防治、預防職場霸凌及職業安全衛生等。未來亦將持續關注人權保障議題，推動相關教育訓練，期能將人權保障意識融入企業文化，降低相關人權風險。,S,Yes,為提升員工對人權議題之認知及重視，本 ｜ 期能將人權保障意識融入企業文化，降低相關人權風險。,already,Yes,本公司針對新進人員及在職員工安排人權保障相關教育訓練，內容包含人權政策、勞動權益、性騷擾防治、預防職場霸凌及職業安全衛生等。未來亦將持續關注人權保障議題，推動相關教育訓練，期,Clear,hnfhc,2880,106,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/hnfhc_2880_page_106.pdf,https://www.hnfhc.com.tw/HNFHC/csr/a.do?id=3b652cac56000000f6ca&parent_menu=2
10764,V4000_41094,推動新創及數位平台業者合作提升客戶金融體驗方案；創新金融產品及申辦平台，提升普惠金融服務，並持續拓展普惠金融適用客群，發揮企業社會責任。,S,Yes,推動新創及數位平台業者合作提升客戶金融體驗方案；創新金融產品及申辦平台，提升普惠金融服務，並持續拓展普惠金融適用客群，發揮企業社會責任。,between_2_and_5_years,Yes,推動新創及數位平台業者合作提升客戶金融體驗方案；創新金融產品及申辦平台，提升普惠金融服務，,Not Clear,kgi,2883,48,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/kgi_2883_page_48.pdf,https://www.kgi.com/zh-tw/esg
10765,V4000_64066,2024 年目標    • 廢棄物量（可回收再利用）：資源回收率 >30%。  • 廢棄物量（不可回收）：較前 3 年度平均減少 2% 廢棄物，目標為 283.79 公噸。,E,Yes,廢棄物量（可回收再利用）：資源回收率 >30%。  • 廢棄物量（不可回收）：較前 3 年度平均減少 2% 廢棄物，目標為 283.79 公噸。,already,No,,N/A,tcfhc,5880,166,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_166.pdf,https://esg.tcfhc.com.tw/report-download/
10766,V4000_33001,台光電子中山廠區 2024 失能傷害頻率 (FR) 平均為 0.9，失能傷害嚴重率 (SR) (取至整數) 為 2715，與過去一年相比，失能傷害頻率 (FR) 上升及失能傷害嚴重率 (SR) 上升 (2023 年 FR 及 SR 為 0、0)。主因為 2024 年發生一件人員走路扭傷腳、一件員工死亡事故，導致失能傷害頻率 (FR) 上升及失能傷害嚴重率 (SR) 上升。改善措施，加強員工安全宣導以提高員工安全意識；全面盤查機械設備，升級安全防護。,S,Yes,善措施，加強員工安全宣導以提高員工安全意識；全面盤查機械設備，升級安全防護。,between_2_and_5_years,Yes,失能傷害嚴重率 (SR) (取至整數) 為 2715，與過去一年相比，失能傷害頻率 (FR) 上升及失能傷害嚴重率 (SR) 上升 (2023 年 FR 及 SR 為 0、0)。主因為 2024 年發生一件人員走路扭傷腳、一件員工死亡事故，導致失能傷害頻率 (FR) 上升及失能傷害嚴重率 (SR) 上升。,Clear,emc2,2383,56,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/emc2_2383_page_56.pdf,https://www.emctw.com/zh-TW/csr_report/index
10767,V4000_11059,為利獨立董事客觀行使職權，兆豐金控於《公司治理實務守則》明定獨立董事續任期不宜逾三屆，以避免因久任降低其獨立性。2024 年全面改選董事，第九屆 5 位獨立董事中有 1 位新任者，獨立董事平均任期為 3.5 年；第七、八屆獨立董事平均任期分別為 3 年及 3.6 年，未有任期超過 9 年之情形。兆豐金控注視董事之獨立性，董事長與總經理非由同一人擔任，或有互為配偶或一親等親屬情事，董事間亦無具有配偶或二親等以內之親屬關係。,G,Yes,為利獨立董事客觀行使職權，,already,Yes,年全面改選董事，第九屆  ｜ 5  ｜ 位獨立董事中有  ｜ 1  ｜ 位新任者，獨立董事平均任期為  ｜ 3. ｜ 5  ｜ 年；第七、八屆獨立董事平均任期分別為  ｜ 3  ｜ 年及  ｜ 3. ｜ 年，未有任期超過  ｜ 9  ｜ 年之情形。兆豐金控注視董事之獨立性，董事長與總經理非由同一人擔任，或有互為配偶或一親等親屬情事，董事間亦無具有配偶或二親等以內之親屬關係。,Clear,mega,2886,36,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/mega_2886_page_36.pdf,https://esg.megaholdings.com.tw/frontend/Download
10768,V4000_52046,要求供應商以台積公司《供應商行為準則》為行動依據，提升勞動人權、安全衛生、環境保護、商業道德與管理系統績效；積極輔導供應商精進核心能力，降低營運中斷風險。,S,Yes,要求供應商以台積公司《供應商行為準則》為行動依據，提升勞動人權、安全衛生、環境保護、商業道德與管理系統績效；積極輔導供應商精進核心能力，降低營運中斷風險。,between_2_and_5_years,No,,N/A,tsmc,2330,85,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tsmc_2330_page_85.pdf,https://esg.tsmc.com/zh-Hant/resources/ESG-data-hub?tab=reportbuilder
10769,V4000_66005,"本公司完全依循勞動基準法及勞工退休金條例之規定，訂定員工退休相關制度辦法，包括工作十五年以上年滿五十五歲者、工作二十五年以上者及工作十年以上年滿六十歲者可自請退休，以及依員工投保等級提繳不低於其每月工資 6% 勞工退休金等，並成立勞工退休準備金監督委員會 (2024 年度共計召開 5 次會議，依舊制辦理退休人數共計 134 人，給付金額 426,329,668 元)，監督執行退休金提撥及發給等相關業務。退休金提撥實施情形，適用於舊制「勞動基準法」員工之退休金提撥，本公司依法按月提撥退休金，以勞工退休準備金監督委員會之名義專戶儲存於台灣銀行。",S,Yes,本公司完全依循勞動基準法及勞工退休金條例之規定，訂定員工退休相關制度辦法，,already,Yes,"包括工作十五年以上年滿五十五歲者、工作二十五年以上者及工作十年以上年滿六十歲者可自請退休，以及依員工投保等級提繳不低於其每月工資 6% 勞工退休金等，並成立勞工退休準備金監督委員會 (2024 年度共計召開 5 次會議，依舊制辦理退休人數共計 134 人，給付金額 426,329,668 元)，監督執行退休金提撥及發給等相關業務。退休金提撥實施情形，適用於舊制「勞動基準法」員工之退休金提撥，本公司依法按月提撥退休金，以勞工退休準備金監督委員會之名義專戶儲存於台灣銀行。",Clear,unipresident,1216,59,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/unipresident_1216_page_59.pdf,https://esg.sp88.tw/book.php
10770,V4000_42058,聯發科技攜手全球紀實娛樂領導品牌 Discovery 探索頻道，在桂林陽朔舉辦了以「越極境，見芯境」為主題的天璣影像展活動。透過搭載天璣 9300 系列旗艦晶片智慧手機的鏡頭，展現了陽朔壯美瑰麗的山河圖景，並以獨特的視角和專業的拍攝手法記錄了攀岩愛好者不斷超越自我的挑戰時刻。聯發科技天璣以專業無畏的精神在旗艦影像技術上持續突破，用刷新視覺體驗的手機影像呈現人類對探索極限的執著與熱愛，詮釋了人與自然和諧共生的永恆主題。,E,No,,N/A,N/A,,N/A,mediatek,2454,22,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/mediatek_2454_page_22.pdf,https://corp.mediatek.tw/about/sustainability
10771,V4000_56077,為確保各廠有害物質（含環境部列管及危害性化學物質）作業安全，本公司要求負責人員取得技術證照，並設置偵測及警報系統。未使用之列管化學物質依法聲明廢棄，並依有害事業廢棄物管理規範妥善處理。針對毒性及關注化學物質，各廠區皆配有專業技術與應變人員（持法定證照），人數高於法規要求，並於 2024 年 12 月完成在職訓練與登錄。,S,No,,N/A,N/A,,N/A,fpc,1301,104,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpc_1301_page_104.pdf,https://www.fpg.com.tw/esg/tw/download
10772,V4000_16041,集團每年定期推動全球員工參與調查，旨在了解員工對工作環境、管理制度及整體企業文化的看法，並根據調查結果針對關鍵議題提出具體改善行動，進一步強化員工的參與感與歸屬感。調查內容涵蓋「員工滿意度」與「員工敬業度」兩大面向。敬業度調查每兩年進行一次，主要委託第三方專業機構執行，同時集團內部亦會進行自主評估，以確保數據全面且準確；滿意度調查則由集團內部單位每年定期辦理，持續追蹤員工對集團政策、溝通機制與支持措施的實際感受。透過制度化的調查與回饋機制，集團得以即時掌握員工需求，並持續推動具回應性的人才管理策略。,S,Yes,敬 ｜ 敬業度調查每兩年進行一次， ｜ 透過制度化的調查與回饋機制，集團得以即時掌握員工需求，並持續推動具回應性的人才管理策略。,longer_than_5_years,Yes,敬業度調查每兩年進行一次，主要委託第三方專業機構執行，同時集團內部亦會進行自主評估，以確保數據全面且準確；滿意度調查則由集團內部單位每年定期辦理，持續追蹤員工對集團政策、溝通機制與支持措施的實際感受。透,Clear,honhai,2317,87,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_87.pdf,https://www.honhai.com/zh-tw/CSR
10773,V4000_63086,台達在進行季度業務評估 (QBR) 時，除了傳統的技術、品質、服務、交期及成本因素外，現在亦將供應商的 ESG 風險值和能力等級納入考量，共占 10% 權重，作為訂單管理和持續合作的關鍵。供應商的 ESG 表現不僅影響合作深度，如評等高者可能獲得更多訂單，評等低者則可能面臨合作範圍縮減甚至終止合作。,S,Yes,現在亦將供應商的 ESG 風險值和能力等級納入考量，共占 10% 權重，作為訂單管理和持續合作的關鍵。,between_2_and_5_years,Yes,共占 10% 權重，作為,Clear,delta,2308,70,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/delta_2308_page_70.pdf,https://esg.deltaww.com/CSR-Reports
10774,V4000_64010,因應臺灣邁入高齡化社會及少子化，與職業婦女比率上升，為使女性員工產後獲得充足的休養，順利返回職場，合庫 2021 年起大幅提高生育津貼補助金額，由每胎最高補助 10 萬元提高至 15 萬元，加計職工福利社之生育補助後，每位新手爸媽最高單胎可領取 16 萬元的補助。,S,Yes,因應臺灣邁入高齡化社會及少子化，與職業婦女比率上升，為使女性員工產後獲得充足的休養，順利返回職場，,already,Yes,合庫 2021 年起大幅提高生育津貼補助金額，由每胎最高補助 10 萬元提高至 15 萬元，加計職工福利社之生育補助後，每位新手爸媽最高單胎可領取 16 萬元的補助。,Clear,tcfhc,5880,113,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_113.pdf,https://esg.tcfhc.com.tw/report-download/
10775,V4000_54037,「台新企業永續共融小組」秉持以本業回饋社會的初衷，與「台新銀行文化藝術基金會」共同策畫，針對藝術家及創作團隊首次規劃基礎金融課程，由台新金融專業人員親自解說、分享理財及投資經驗、以及防詐騙等知識，讓藝術工作者致力於創作的同時，亦培養穩健的財務管理能力。2024 年底至 2025 年初舉辦兩場講座，共有 107 人參與，獲得學員熱烈迴響！學員課程滿意度達 90%，許多學員表示希望再次開辦進階理財課程，亦推薦藝術工作同業參與。,S,Yes,「台新企業永續共融小組」秉持以本業回饋社會的初衷，與「台新銀行文化藝術基金會」共同策畫，針對藝術家及創作團隊首次規劃基礎金融課程，由,between_2_and_5_years,Yes,2024 年底至 2025 年初舉辦兩場講座，共有 107 人參與，獲,Clear,taishin,2887,125,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/taishin_2887_page_125.pdf,https://www.tsholdings.com.tw/tsh/responsibility/report/
10776,V4000_42044,審計委員會為本公司風險管理之最高指導單位，依據「風險管理政策與程序」識別「氣候變遷風險」，此議題由企業永續發展委員會依據 TCFD 氣候相關財務揭露建議書進行重大鑑別與管理。環境工作小組每季定期向企業永續發展委員會呈報公司營運據點氣候風險、能源效率等評估與計畫，以及供應鏈中的各項環境影響評估及目標設定，且每年定期向企業永續發展委員會及主任委員（副董事長暨執行長）彙報當年度執行計畫及檢視過去執行績效，最後將討論及執行成果每年定期向董事會報告。,G,Yes,環境工作小組每季定期向企業永續發展委員會呈報公司營運據點氣候風險、能源效率等評估與計畫，以及供應鏈中的各項環境影響評估及目標設定，且每年定期向企業永續發展委員會及主任委員（副董事長暨執行長）彙報當年度執行計畫及檢視過去執行績效，最後將討論及執行成果每年定期向董事會報告。,already,No,,N/A,mediatek,2454,61,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/mediatek_2454_page_61.pdf,https://corp.mediatek.tw/about/sustainability
10777,V4000_34022,在玉山有系統、有目標、有方法的培育中階主管。希望工程師培育班除了著重於領導管理能力的養成之外，也融入了更多團隊塑造、ESG 永續發展、國際視野等內容，培育具以身作則、領導團隊、發揮正向影響力的能力特質。,S,Yes,在玉山有系統、有目標、有方法的培育中階主管。希 ｜ 希望工程師培育班除了著重於領導管理能力的養成之外，也融入了更多團隊塑造、ESG 永續發展、國際視野等內容，培育具以身作則、領導團隊、發揮正向影響力的能力特質。,already,No,,N/A,esfh,2884,133,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/esfh_2884_page_133.pdf,https://www.esunfhc.com/zh-tw/esg/resource-center/report
10778,V4000_47056,"再生能源發電系統建置計畫。目前已規劃建置 21 處太陽能光電案場，總裝置容量共 8.9MW。太陽能光電案場總投資費用 6.8 億元，預計每年可以發電 11,820 千度，節省電費 0.37 億元 ( 每度電價 3.12 元 )。",E,Yes,再生能源發電系統建置計畫。,between_2_and_5_years,Yes,"目前已規劃建置 21 處太陽能光電案場，總裝置容量共 8.9MW。太陽能光電案場總投資費用 6.8 億元，預計每年可以發電 11,820 千度，節省電費 0.37 億元 ( 每度電價 3.12 元 )。",Clear,fpcc,6505,47,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpcc_6505_page_47.pdf,https://fpcc-esg.com/
10779,V4000_43017,門市提袋全面採用符合全球標準 FSCᵀᴹ 認證的材質註，高達 80% 以上為回收紙漿製成。門市同時推動「自備環保袋，永續每一代」邀請民眾一同參與減碳行動，從源頭減少環境負擔；並設立 2025 至 2028 年每年減少 10% 紙袋採購的目標，持續以行動落實淨零永續的環保理念。廣告宣傳方面，2024 年配合巴黎奧運，於上半年為 MOD 新型機上盒 STB 504 取得 ISO 14067 認證及我國碳標籤。另一影視產品 Hami Video 亦於同年 4 月取得 ISO 14067 認證，6 月取得碳標籤。同年 5、6、7、8 月號 MOD 月刊於內頁以 1/2 頁面版位宣導中華電信 MOD 機上盒（STB 504）取得碳標籤，圖文搭配張貼探標籤之機上盒照片輔助說明。全臺發行量約 10 萬份，並於 MOD 官網與 Hami 書城同步刊登電子檔，減少紙本月刊印製所需。同年 7 月起，於 MOD 月刊封面內頁公告自 2025 年 2 月起將停止印製與寄送紙本 MOD 月刊。,E,Yes,門市同時推動「自備環保袋，永續每一代」邀請民眾一同參與減碳行動，從源頭減少環境負擔； ｜ 設立 2025 至 2028 年每年減少 10% 紙袋採購的目標，持續以行動落實淨零永續的環保理念。,between_2_and_5_years,Yes,半年為 MOD 新型機上盒 STB 504 取得 ISO 14067 認證及我國碳標籤。另,Clear,cht,2412,40,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/cht_2412_page_40.pdf,https://www.cht.com.tw/zh-tw/home/cht/esg
10780,V4000_51090,凱基金控致力推動全面的永續策略，持續在業界中保持領先地位。即使面對地緣政治、氣候變遷和AI科技等多重因素帶來的市場不確定性，我們的財務和非財務績效依然表現出色。凱基金控透過永續報告書的定期揭露，向所有利害關係人傳達我們的永續願景與承諾，並分享在各項永續議題上的推動成果。因應未來永續的永續趨勢，我們將積極接軌IFRS永續揭露準則，落實永續資訊管理，並持續專注於本業核心能力，提升企業價值，發揮金融影響力，為環境、社會和經濟的共榮發展貢獻專長，成為臺灣永續轉型的堅強動能。,G,Yes,推動全面的永續策略，持續在業界中保持領先地位。 ｜ 因應未來永續的永續趨勢，我們將積極接軌IFRS永續揭露準則，落實永續資訊管理，並持續專注於本業核心能力，提升企業價值，發揮金融影響力，為環境、社會和經濟的共榮發展貢獻專長，成為臺灣永續轉型的堅強動能。,between_2_and_5_years,Yes,凱基金控透過永續報告書的定期揭露，向所有利害關係人傳達我們的永續願景與承諾，並分享在各項永續議題上的推動成果。,Not Clear,kgi,2883,4,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/kgi_2883_page_4.pdf,https://www.kgi.com/zh-tw/esg
10781,V4000_46095,基於節能始於規劃設計的理念，於《中鋼設計標準（Design Standard)》中增列「節能規劃指引」章節，將耗能設備的效能標準納入設計規範，包含空調、照明、變速機構、供水系統等，新廠擴建應依據設計標準優先選用「高效率、節流省能、長效型」設備。為宣導節能設計標準，並定期於能源節省委員會、集團能源環境會議等分享節能案例，期再提升節能改善成效。,E,Yes,為宣導節能設計標準，並定期於能源節省委員會、集團能源環境會議等分享節能案例，期再提升節能改善成效。,longer_than_5_years,Yes,基於節能始於規劃設計的理念，於《中鋼設計標準（Design Standard)》中增列「節能規劃指引」章節，將耗能設備的效能標準納入設計規範，包含空調、照明、變速機構、供水系統等，新廠擴建應依據設計標準優先選用「高效率、節流省能、長效型」設備。為,Not Clear,csc,2002,29,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/csc_2002_page_29.pdf,https://www.csc.com.tw/csc/esg/ov/dow.html
10782,V4000_22090,日月光投控嚴格遵循公司治理守則、深切落實永續經營的企業理念。身為國際性半導體產業鏈主要成員之一，依全球產業的發展與需求，進行全方位的布局，爭取全球的人才及資源，並與產官學合作發展策略聯盟，強化持續創新的能力，和企業夥伴創造互榮的經營環境，實現科技產業提升全體人類美好生活及生態保育的永續目標。,E;S,Yes,依全球產業的發展與需求，進行全方位的布局，爭取全球的人才及資源，並與產官學合作發展策略聯盟，強化持續創新的能力，和企業夥伴創造互榮的經營環境，實現科技產業提升全體人類美好生活及生態保育的永續目標。,already,No,,N/A,aseh,3711,16,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_16.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10783,V4000_22038,環境支出是企業進行環境管理與經營決策時的重要依據。為統計日月光投控在環境方面的支出，我們於 2010 年開始導入台灣環保署的「產業環境會計指引」，結合既有會計系統與環境管控代碼，將日月光投控的環境支出按費用性質分類。自 2015 年起，我們每季計算與分析環境支出，確保資料正確性以及促進更有效的成本效益評估，並且依據評估結果持續地精進環境管理。,G,Yes,我們於 2010 年開始導入台灣環保署的「產業環境會計指引」，結合既有會計系統與環境管控代碼，將日月光投控的環境支出按費用性質分類。,already,Yes,自 2015 年起，我們每季計算與分析環境支出，確保資料正確性以及促進更有效的成本效益評估，並且依據評估結果持續地精進環境管理。,Not Clear,aseh,3711,160,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_160.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10784,V4000_14077,合庫接軌國際，以科學為基礎，透過數據及科技為加速器，協助決策及營運，推動氣候轉型。,E,No,,N/A,N/A,,N/A,tcfhc,5880,50,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_50.pdf,https://esg.tcfhc.com.tw/report-download/
10785,V4000_34043,玉山致力持續優化員工健康照顧及職場安全措施，訂有「玉山金控職業安全衛生政策」，重視工作場所安全，實施危害鑑別及風險評估，以減少潛在危險事件及隱憂，同時提供多元健康促進活動，維護員工身心健康，凝聚員工與眷屬的向心力，成為同仁職涯的靠山。,S,Yes,2月21日,already,Yes,訂有「玉山金控職業安全衛生政策」，重視工作場所安全，實施危害鑑別及風險評估，以減少潛在危險事件及隱憂，,Clear,esfh,2884,145,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/esfh_2884_page_145.pdf,https://www.esunfhc.com/zh-tw/esg/resource-center/report
10786,V4000_34100,玉山金控 2024 年度有效稅率為 18.94%，略低於與臺灣法定稅率 20% 及 S&P Global 發布之《CSA Handbook 2025》全球銀行業平均有效稅率 21.29%。主係依據中華民國稅法規定，國際金融業務分行之所得係屬免稅，而本公司之業務持續穩定經營，收入來源無重大變化，故兩年度之稅率差異微小。,G,No,,N/A,N/A,,N/A,esfh,2884,128,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/esfh_2884_page_128.pdf,https://www.esunfhc.com/zh-tw/esg/resource-center/report
10787,V4000_16078,鴻海集團致力打造綠色供應鏈，堅持環保優先，推動節能減碳與資源循環利用。我們要求供應商遵守嚴格的環境標準，積極改善製程，降低對環境的影響，並透過創新與合作，共同實現永續發展目標，為保護地球盡一份心力。,E,Yes,鴻海集團致力打造綠色供應鏈，堅持環保優先，推動節能減碳與資源循環利用。我,between_2_and_5_years,Yes,我們要求供應商遵守嚴格的環境標準，積極改善製程，降低對環境的影響，並透過創新與合作，共同實現永續發展目標，為保護地球盡一份心力。,Not Clear,honhai,2317,159,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_159.pdf,https://www.honhai.com/zh-tw/CSR
10788,V4000_23078,"### ISO 14604-1    **盤查範疇**  台灣大哥大(含台灣大哥大基金會)、台灣大數位服務、台灣客服、台灣固網、台固媒體及旗下5家有線電視、優視傳播、臺北文創、台信保代所屬辦公室大樓、機房、基站及直營門市、TWM Holding Co., Ltd.、台信聯合投資、台固新創投資、台信電訊、大富媒體科技、台灣大新創開發、台灣大影視、台灣史丹比特系列電影、富昇數位、台灣大動力服務、富信新零售。    **2024年成果**  範疇1+2主要排放源為電力(佔98%)；範疇三15項全部盤查    **未來規劃**  持續監控溫室氣體排放趨勢",E,Yes,持續監控溫室氣體排放趨勢,already,No,,N/A,twm,3045,94,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_94.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
10789,V4000_46021,本公司以 2020 年為基準年，訂定溫室氣體排放減量絕對目標，其中短期減量目標為 2025 年較基準年減量 20%；中期減量目標為 2030 年較基準年減量 40%；長期減量目標為 2050 年達成碳中和。為達成目標所採取的策略包含推動燃煤朝向低(零)碳能源轉型、節能減碳、循環經濟、提高再生能源用量、其他減碳策略。,E,Yes,本公司以 2020 年為基準年，訂定溫室氣體排放減量絕對目標，其中短期減量目標為 2025 年較基準年減量 20%；中期減量目標為 2030 年較基準年減量 40%；長期減量目標為 2050 年達成碳中和。為,longer_than_5_years,Yes,短期減量目標為 2025 年較基準年減量 20%；中期減量目標為 2030 年較基準年減量 40%；長期減量目標為 2050 年達成碳中和。為 ｜ 為達成目標所採取的策略包含推動燃煤朝向低(零)碳能源轉型、節能減碳、循環經濟、提高再生能源用量、其他減碳策略。,Not Clear,fpc,1301,72,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpc_1301_page_72.pdf,https://www.fpg.com.tw/esg/tw/download
10790,V4000_22049,"健康檢查 - 61,011 人；投入費用超過新台幣 1,023 萬元",S,No,,N/A,N/A,,N/A,aseh,3711,190,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_190.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10791,V4000_51017,因應金融科技的興起，傳統金融產業正逐步改變營運模式，即充分運用金融科技消弭距離及時間的限制。凱基金控也不例外，期使金融服務更便捷，並大幅提升服務的可取得性，以服務更多族群。凱基銀行與凱基證券秉持以「為您思考，做得更好」的宗旨，相關產品與服務的設計與優化皆以「客戶需求」為主軸，落實「了解客戶需求、實現理財目標、全生命週期服務」的理財規劃團隊與數位金融先進科技，提供線上線下的虛實多元服務。,S,Yes,期使金融服務更便捷，並大幅提升服務的可取得性，以服務更多族群。,already,Yes,凱基銀行與凱基證券秉持以「為您思考，做得更好」的宗旨，相關產品與服務的設計與優化皆以「客戶需求」為主軸，落實「了解客戶需求、實現理財目標、全生命週期服務」的理財規劃團隊與數位金融先進科技，提供線上線下的虛實多元服務。,Not Clear,kgi,2883,71,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/kgi_2883_page_71.pdf,https://www.kgi.com/zh-tw/esg
10792,V4000_24109,本公司依據「公開發行公司建立內部控制制度處理準則」第8條及第9條規範訂定電腦化資訊系統處理相關之資訊循環及其他管理循環（含個人資料保護管理）之內部控制制度及相關作業規範。同時依處理準則第13條之要求，每年將資通安全檢查列入年度稽核項目。,G,Yes,每年將資通安全檢查列入年度稽核項目。,already,Yes,本公司依據「公開發行公司建立內部控制制度處理準則」第8條及第9條規範訂定電腦化資訊系統處理相關之資訊循環及其他管理循環（含個人資料保護管理）之內部控制制度及相關作業規範。同時依處理準則第13條之要求，每,Clear,chailease,5871,102,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/chailease_5871_page_102.pdf,https://www.chaileaseholding.com/CSR/ReportDownload
10793,V4000_41025,"凱基金控為實踐聯合國「永續發展目標」(Sustainable Development Goals, SDGs)，金控暨子公司皆已由董事會通過並訂定「永續金融承諾」，永續金融承諾適用對象涵蓋金控及旗下各主要子公司 (凱基人壽、凱基銀行、凱基證券、凱基投信以及中華開發資本) 國內外所有業務及投融資活動。投融資活動涵蓋主動投資、被動投資和委外投資之自有部位，以及授信業務，資產類別包含：上市股權 (Listed Equity)、固定收益證券 (Fixed Income)、私募股權 (Private Equity)、不動產投資 (Real Estate Investment)及融資 (Financing)。並依據不同資產類別的特殊屬性訂定ESG管理指引，其區隔有：",G,Yes,"為實踐聯合國「永續發展目標」(Sustainable Development Goals, SDGs)，",already,Yes,金控暨子公司皆已由董事會通過並訂定「永續金融承諾」，永續金融承諾適用對象涵蓋金控及旗下各主要子公司 (凱基人壽、凱基銀行、凱基證券、凱基投信以及中華開發資本) 國內外所有業務及投融資活動。投融資活動涵蓋主動投資、被動投資和委外投資之自有部位，以及授信業務，資產類別包含：上市股權 (Listed Equity)、固定收益證券 (Fixed Income)、私募股權 (Private Equity)、不動產投資 (Real Estate Investment)及融資 (Financing)。並依據不同資產類別的特殊屬性訂定ESG管理指引，,Clear,kgi,2883,50,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/kgi_2883_page_50.pdf,https://www.kgi.com/zh-tw/esg
10794,V4000_23015,公司重視雙向溝通並致力於提供主管與同仁間開放且透明的溝通管道，充分表達意見與想法。尊重員工於法律上所被賦予之權利，從未阻止或妨礙員工結社之自由。對於當地員工及原住民無就業歧視，且從未雇用童工或強迫勞動與侵害人權或歧視等情形。員工任用時，勞動契約會預先經過員工審閱與簽署以維護勞資雙方權益。另外，亦重視勞資協商機制，員工直接選舉勞方代表，依法勞資雙方代表人數比例為50%、50%，定期舉辦勞資會議，會議決議效力涵括100%員工，確保勞資溝通管道暢通。,S,Yes,公司重視雙向溝通並致力於提供主管與同仁間開放且透明的溝通管道，,already,Yes,工任用時，勞動契約會預先經過員工審閱與簽署以維護勞資雙方權益。另外，亦重視勞資協商機制，員工直接選舉勞方代表，依法勞資雙方代表人數比例為50%、50%，定期舉辦勞資會議，會議決議效力涵括100%員工，確保勞資溝通管道暢通。,Clear,twm,3045,125,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_125.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
